iteration_date,strategy_id,parent_strategy_id,stage,decision,config_path,model_path,train_universe,eval_market,backtest_start,backtest_end,topk,n_drop,hold_thresh,daily_transform,industry_neutralize,size_neutralize,stock_vs_sector_filter,svs_window,svs_keep_top_pct,max_position_pct,concentration_hard_limit,annual_return,sharpe,max_drawdown,rank_ic,result_source,notes,next_ablation
2026-05-01,csi1000_overlay_plus,csi1000_balanced,overlay,compare_next,config/csi1000_balanced_overlay_plus.yaml,models/lgbm_universe-csi1000_20260428_155547.pkl,csi1000,csi300,2024-01-01,2026-04-29,10,5,8,rank,false,false,true,20,0.5,0.12,0.22,0.7624,3.2157,-0.1463,0.0534,optimization_results/research_cycles/stock_vs_sector_filter_grid_csi1000_20260429.csv,Best next-step overlay tradeoff: keeps much of overlay alpha while materially reducing concentration versus topk5.,Run year-split and walk-forward validation for this exact config
2026-05-01,csi1000_overlay_practical,csi1000_balanced,overlay,fallback,config/csi1000_balanced_overlay_practical.yaml,models/lgbm_universe-csi1000_20260428_155547.pkl,csi1000,csi300,2024-01-01,2026-04-29,15,5,5,rank,false,false,true,20,0.5,0.1,0.2,0.6051,2.9443,-0.1291,0.0534,optimization_results/research_cycles/stock_vs_sector_filter_grid_csi1000_20260429.csv,Practical overlay that preserves baseline breadth and still beats the raw baseline on the same-model window.,Compare turnover and slippage sensitivity against csi1000_overlay_plus
2026-05-01,csi1000_balanced,csi1000_balanced,compare,keep,config/daily_csi1000.yaml,models/lgbm_universe-csi1000_20260428_155547.pkl,csi1000,csi300,2024-01-01,2026-04-29,15,3,5,rank,false,false,false,,, , ,0.3291,1.4845,-0.1720,0.0541,optimization_results/research_cycles/csi1000_balanced_baseline_compare_20260501.csv,Net-cost same-model comparison baseline for the latest overlay experiment cycle.,Use as the control arm for all 2026-05 overlay comparisons
2026-05-01,csi1000_relative_strength_overlay,csi1000_balanced,compare,keep,config/csi1000_balanced_overlay.yaml,models/lgbm_universe-csi1000_20260428_155547.pkl,csi1000,csi300,2024-01-01,2026-04-29,5,5,5,rank,false,false,true,20,0.4,0.2,0.3,0.8715,3.1030,-0.0980,0.0593,optimization_results/research_cycles/csi1000_balanced_overlay_aggressive_compare_20260501.csv,"Net-cost same-model overlay remains dramatically stronger than the baseline, but concentration is still the central practical risk.",Benchmark all less concentrated overlays against this alpha ceiling
2026-05-01,csi1000_overlay_plus,csi1000_balanced,compare,compare_next,config/csi1000_balanced_overlay_plus.yaml,models/lgbm_universe-csi1000_20260428_155547.pkl,csi1000,csi300,2024-01-01,2026-04-29,10,5,8,rank,false,false,true,20,0.5,0.12,0.22,0.6914,2.9051,-0.1474,0.0533,optimization_results/research_cycles/csi1000_balanced_overlay_plus_compare_20260501.csv,Net-cost same-model comparison confirms plus as the best current tradeoff between overlay alpha and concentration control.,Run year-split and walk-forward validation; compare against practical if it clears net-cost replay
2026-05-01,csi1000_overlay_practical,csi1000_balanced,compare,fallback,config/csi1000_balanced_overlay_practical.yaml,models/lgbm_universe-csi1000_20260428_155547.pkl,csi1000,csi300,2024-01-01,2026-04-29,15,5,5,rank,false,false,true,20,0.5,0.1,0.2,0.5237,2.5421,-0.1384,0.0533,optimization_results/research_cycles/csi1000_balanced_overlay_practical_compare_20260501.csv,"Net-cost same-model comparison confirms practical as a meaningful improvement over baseline, but still below overlay_plus on both return and Sharpe.",Use as fallback if plus loses too much robustness in year-split or walk-forward validation
2026-05-01,csi1000_ablation_control,csi1000_balanced,ablation,keep,config/model.yaml,models/lgbm_ablation_control_20260501_212042.pkl,csi1000,csi1000,2024-01-01,2026-04-29,15,3,5,rank,false,false,false,,,,,0.0032,0.0095,-0.3405,0.0428,backtest_results/ablation/ablation_control.csv,Control arm (technical only) is weak on this window and serves as baseline for new-factor effectiveness.,Use as baseline arm for future factor additions
2026-05-01,csi1000_ablation_fundamental,csi1000_ablation_control,ablation,do_not_promote,config/ablation_fundamental.yaml,models/lgbm_ablation_fundamental_20260501_212256.pkl,csi1000,csi1000,2024-01-01,2026-04-29,15,3,5,rank,false,false,false,,,,,-0.0570,-0.1741,-0.3466,0.0376,backtest_results/ablation/ablation_fundamental.csv,Adding current fundamental factor set degraded return and Sharpe versus control despite similar rank IC.,Revisit only after improving financial data quality/lag handling
2026-05-01,csi1000_ablation_northbound,csi1000_ablation_control,ablation,downgrade,config/ablation_northbound.yaml,models/lgbm_ablation_northbound_20260501_212451.pkl,csi1000,csi1000,2024-01-01,2026-04-29,15,3,5,rank,false,false,false,,,,,0.5447,1.5021,-0.3017,0.0232,backtest_results/ablation/ablation_northbound.csv,"WFV showed mean Sharpe 0.34 (vs baseline 1.03), min Sharpe -1.30 in 2022, t-test p=0.41 — statistically insignificant. Downgrade from primary new factor branch to experimental auxiliary.",Short-window (5d/10d) northbound may work as pre-filter not training feature; do not re-enter as model input until IC uplift is demonstrated
2026-05-01,csi1000_ablation_fund_nb,csi1000_ablation_northbound,ablation,do_not_promote,config/ablation_fundamental_northbound.yaml,models/lgbm_ablation_fund_nb_20260501_212651.pkl,csi1000,csi1000,2024-01-01,2026-04-29,15,3,5,rank,false,false,false,,,,,0.2401,0.7444,-0.3455,0.0271,backtest_results/ablation/ablation_fund_nb.csv,"Combining fundamental with northbound is positive but significantly weaker than northbound-only, suggesting dilution/noise from current fundamental block.",Do not revisit; northbound itself has been downgraded based on WFV
2026-05-01,csi1000_nb_overlay,csi1000_balanced_overlay,ablation,do_not_promote,config/csi1000_nb_overlay.yaml,models/lgbm_csi1000_nb_overlay_20260501_232824.pkl,csi1000,csi300,2024-01-01,2026-04-29,5,5,5,rank,false,false,true,20,0.4,0.2,0.3,0.1528,0.635,-0.2138,0.0614,backtest_results/nb_overlay_csi300.csv,"Alpha158+Northbound combined training: Sharpe collapsed from 1.67 to 0.64 vs Alpha158-only overlay. Northbound features got only 1.97% importance — model learned to mostly ignore them, but minor weight allocation introduced ranking noise.",Do not add northbound as training feature; consider pre-filter approach instead
2026-05-02,overlay_longer_hold,csi1000_overlay_practical,ablation,compare_next,config/csi1000_balanced_overlay_practical.yaml,-,csi1000,csi300,2024-01-01,2026-04-29,15,5,8,rank,false,false,true,20,0.5,0.1,0.2,0.4783,2.4598,-0.1107,0.0528,backtest_results/ablation/overlay_longer_hold.csv,topk=15/hold=8 (was hold=5) achieved best risk-adjusted same-model result: MaxDD -11.1% vs practical -13.8%. Sharpe 2.46 vs 2.54 — marginal tradeoff for 2.7% drawdown improvement.,WFV needed to confirm hold=8 stability vs hold=5 across full 2020-2026
2026-05-02,overlay_longer_hold_wf,overlay_longer_hold,ablation,do_not_promote,-,-,csi1000,csi300,2020-01-01,2026-05-02,15,5,8,rank,false,false,false,,,,,0.2131,0.872,-0.2721,0.0501,optimization_results/walk_forward_longer_hold_wf/walk_forward_summary.csv,"WFV without SVS: mean Sharpe 0.87 vs baseline 1.03, min Sharpe -0.57, t-test p=0.066. Hold=8 alone does not materially improve over baseline hold=5.",Longer hold is not the upgrade path on its own
2026-05-02,overlay_longer_hold_svs_wf,overlay_longer_hold,ablation,do_not_promote,config/csi1000_balanced_overlay_practical.yaml,-,csi1000,csi300,2020-01-01,2026-05-02,15,5,8,rank,false,false,true,20,0.5,0.1,0.2,0.1835,0.825,-0.2657,0.0471,optimization_results/walk_forward_longer_hold_svs_wf/walk_forward_summary.csv,"WFV with SVS filter: mean Sharpe 0.82, min -0.81, t-test p=0.17, only 4/7 positive folds. SVS filter amplifies regime dependency — great in trending markets (2020 Sharpe 1.93, 2026 3.25) but near-zero or negative in others (2021 -0.11, 2025 -0.03). SVS is leverage not alpha.",Balanced baseline (15/3/5 no SVS) remains the only WFV-validated stable strategy; SVS overlay for reference only not systematic deployment
2026-05-02,overlay_tighter_cap,csi1000_overlay_plus,ablation,do_not_promote,config/csi1000_tighter_cap_overlay.yaml,-,csi1000,csi300,2024-01-01,2026-04-29,10,5,8,rank,false,false,true,20,0.5,0.08,0.15,0.2955,1.376,-0.1748,0.0528,backtest_results/ablation/overlay_tighter_cap_v2.csv,max_position_pct=0.08 (was 0.12) severely limited returns — Sharpe dropped from 2.91 to 1.38. The concentration is the source of overlay alpha; capping at 0.08 destroys it.,Do not tighten max_position_pct below 0.10 for overlay variants
2026-05-02,overlay_momentum_weight,csi1000_overlay_plus,ablation,compare_next,config/csi1000_momentum_weight_overlay.yaml,-,csi1000,csi300,2024-01-01,2026-04-29,10,5,8,rank,false,false,true,20,0.5,0.12,0.22,0.6279,2.503,-0.1481,0.0500,backtest_results/ablation/overlay_momentum_weight.csv,Multiplicative weight mode (weight_strength=0.5) achieved Sharpe 2.50 vs hard filter 2.91. Confirms hard SVS filter is the actual alpha source; soft weighting is a viable but weaker alternative that preserves more diversification.,Test with higher weight_strength (0.7-0.8) and run WFV to check regime stability
2026-05-02,overlay_regime_gate,csi1000_overlay_plus,ablation,do_not_promote,config/csi1000_regime_overlay.yaml,-,csi1000,csi300,2024-01-01,2026-04-29,10,5,8,rank,false,false,true,20,0.5,0.12,0.22,0.3289,1.140,-0.2593,0.0541,backtest_results/ablation/overlay_regime_gate.csv,Regime-gated overlay (disable SVS in volatile regimes): Sharpe collapsed to 1.14 vs 2.91 for always-on overlay. Regime misclassification in 2024-2026 window disabled overlay during profitable periods. The regime detector is too coarse for overlay gating.,Do not use regime switch to gate the SVS overlay; regime detection lacks precision for this purpose
2026-05-05,adaptive_baseline_wf,csi1000_balanced,ablation,keep,config/daily_csi1000.yaml,-,csi1000,csi300,2020-01-01,2026-05-05,15,3,8,rank,false,false,false,,,,0.2666,1.2184,-0.2857,0.0501,optimization_results/walk_forward_adaptive_baseline_wf/walk_forward_summary.csv,"Control arm for adaptive overlay WFV comparison. Best config: topk=15/n_drop=3/hold=8, mean Sharpe 1.22, p=0.055, Pareto front.",Use as control arm for adaptive overlay comparison
2026-05-05,adaptive_svs_always_on_wf,csi1000_overlay_plus,ablation,do_not_promote,config/csi1000_balanced_overlay_plus.yaml,-,csi1000,csi300,2020-01-01,2026-05-05,10,3,8,rank,false,false,true,20,0.5,0.12,0.22,0.2584,1.0941,-0.2527,0.0465,optimization_results/walk_forward_adaptive_svs_always_on_wf/walk_forward_summary.csv,"SVS always-on WFV: mean Sharpe 1.09, min -0.29, p=0.099. Confirms SVS is leverage not alpha — 2021 Sharpe -0.29 vs baseline +1.13. 2023 Sharpe +1.39 vs baseline -1.00 shows SVS can also add value.",SVS always-on is not suitable for systematic deployment; use only as reference
2026-05-05,adaptive_drawdown_gated_wf,csi1000_overlay_plus,ablation,do_not_promote,config/csi1000_adaptive_overlay.yaml,-,csi1000,csi300,2020-01-01,2026-05-05,10,3,8,rank,false,false,drawdown_gated,20,0.5,0.12,0.22,0.2117,0.8630,-0.3425,0.0483,optimization_results/walk_forward_adaptive_drawdown_gated_wf/walk_forward_summary.csv,"Drawdown-gated SVS (threshold=-10%): mean Sharpe 0.86, min -0.70, p=0.066. Too aggressive — disables SVS in flat markets (2023) where SVS actually adds value. Sharpe std 0.94 lowest of all but mean too low.",Threshold -10% too aggressive; -15% and -20% tested
2026-05-05,adaptive_dd15_wf,csi1000_overlay_plus,ablation,do_not_promote,config/csi1000_adaptive_overlay_15.yaml,-,csi1000,csi300,2020-01-01,2026-05-05,15,3,8,rank,false,false,drawdown_gated,20,0.5,0.12,0.22,0.1756,0.7612,-0.3045,0.0476,optimization_results/walk_forward_adaptive_dd15_wf/walk_forward_summary.csv,"Drawdown-gated SVS (threshold=-15%): mean Sharpe 0.76, min -1.07, p=0.149. Best config topk=15/3/8 still has 5/7 positive folds and min Sharpe -1.07 (worse than -10% threshold). -15% threshold still misclassifies some weak-but-not-terrible markets as strong.",Threshold -15% worse than -10%; not the right direction
2026-05-05,adaptive_dd20_wf,csi1000_overlay_plus,ablation,compare_next,config/csi1000_adaptive_overlay_20.yaml,-,csi1000,csi300,2020-01-01,2026-05-05,15,3,8,rank,false,false,drawdown_gated,20,0.5,0.12,0.22,0.2056,0.9844,-0.2347,0.0481,optimization_results/walk_forward_adaptive_dd20_wf/walk_forward_summary.csv,"Drawdown-gated SVS (threshold=-20%): mean Sharpe 0.98, min +0.02, p=0.025. Best config topk=15/3/8 achieves ALL 7 FOLDS POSITIVE (first time ever). Sharpe std 0.81 lowest of all strategies. Mean slightly below baseline (1.22) but statistically significant (p=0.025 vs baseline p=0.055). MaxDD -23.5% vs baseline -28.6%. Best risk-adjusted stable strategy found.",First WFV-validated strategy with all folds positive; test as primary deployment candidate
2026-05-11,fundamental_control_15_3_8,adaptive_baseline_wf,ablation,keep,config/daily_csi1000.yaml,models/lgbm_universe-csi1000_20260428_155547.pkl,csi1000,csi300,2024-01-01,2026-05-11,15,3,8,rank,false,false,false,,,0.15,0.25,0.3903,1.6229,-0.2035,0.0538,backtest_results/ablation/fundamental_control_15_3_8_20260511.csv,"Same-model control for fundamental postprocess experiments; benchmark-aware IR=1.1574, deal_price=close, configured costs. Uses existing csi1000 model and no fundamental postprocess.",Use as same-model control before WFV
2026-05-11,fundamental_gate_top70,fundamental_control_15_3_8,ablation,compare_next,config/ablation_fundamental_gate.yaml,models/lgbm_universe-csi1000_20260428_155547.pkl,csi1000,csi300,2024-01-01,2026-05-11,15,3,8,rank,false,false,fundamental_gate,,,0.15,0.25,0.3808,1.7209,-0.1993,0.0427,backtest_results/ablation/fundamental_gate_top70_20260511.csv,"Fundamental gate keeps top 70% by cached PEG/revenue_growth/profit_growth/PB/PCF composite with financial lag=45d. Same-model Sharpe +0.098 vs control, IR 1.1973 vs 1.1574, MaxDD slightly better, annual return slightly lower. Promising but not promotable before WFV.",Run WFV with --train-config config/ablation_fundamental_gate.yaml and no extra training factors
2026-05-11,fundamental_overlay_w10,fundamental_control_15_3_8,ablation,do_not_promote,config/ablation_fundamental_overlay_w10.yaml,models/lgbm_universe-csi1000_20260428_155547.pkl,csi1000,csi300,2024-01-01,2026-05-11,15,3,8,rank,false,false,fundamental_overlay,,,0.15,0.25,0.3191,1.3457,-0.1569,0.0564,backtest_results/ablation/fundamental_overlay_w10_20260511.csv,10% residual_add fundamental overlay improves MaxDD (-15.7% vs -20.4%) but materially worsens Sharpe and IR (0.9479 vs 1.1574). The RankIC uplift does not translate to portfolio performance.,Do not WFV this blend unless objective changes to drawdown-only fallback
2026-05-12,fundamental_gate_top70_wf,fundamental_gate_top70,ablation,downgrade,config/ablation_fundamental_gate.yaml,-,csi1000,csi300,2020-01-01,2026-05-12,15,3,8,rank,false,false,fundamental_gate,,,0.15,0.25,0.0270,0.3013,-0.4546,0.0278,optimization_results/walk_forward_fundamental_gate_top70_wf/walk_forward_summary.csv,"WFV invalidates the same-model uplift: mean Sharpe 0.30 vs adaptive_baseline_wf 1.22 and adaptive_dd20_wf 0.98; min Sharpe -1.20, worst MaxDD -45.5%, only 4/7 positive folds, p=0.515. Gate badly underperformed in 2020 and 2021.",Do not promote top70 fundamental gate; revisit only as a much weaker drop-bottom filter or after longer point-in-time audit
2026-05-12,fundamental_gate_drop20_cov4,fundamental_gate_top70,ablation,do_not_promote,config/ablation_fundamental_gate_drop20_cov4.yaml,models/lgbm_universe-csi1000_20260428_155547.pkl,csi1000,csi300,2024-01-01,2026-05-12,15,3,8,rank,false,false,fundamental_gate,,,0.15,0.25,0.3895,1.6210,-0.2035,0.0538,backtest_results/ablation/fundamental_gate_drop20_cov4_20260512.csv,Coverage-aware broad gate with min_metric_count=4 is effectively a no-op on same-model replay; identical to same-day control.,Do not WFV; coverage requirement too strict for current caches
2026-05-12,fundamental_gate_drop20_cov3,fundamental_gate_top70,ablation,do_not_promote,config/ablation_fundamental_gate_drop20_cov3.yaml,models/lgbm_universe-csi1000_20260428_155547.pkl,csi1000,csi300,2024-01-01,2026-05-12,15,3,8,rank,false,false,fundamental_gate,,,0.15,0.25,0.3895,1.6210,-0.2035,0.0538,backtest_results/ablation/fundamental_gate_drop20_cov3_20260512.csv,Broad growth/value gate with keep_top_pct=0.80 and min_metric_count=3 is also effectively a no-op; bottom 20% does not affect the top15 portfolio.,Do not WFV; if using broad composite it must be more selective but top70 already failed WFV
2026-05-12,fundamental_growth_gate_top70_cov2_wf,fundamental_gate_top70_wf,ablation,do_not_promote,config/ablation_fundamental_growth_gate_top70_cov2.yaml,-,csi1000,csi300,2020-01-01,2026-05-12,15,3,8,rank,false,false,fundamental_growth_gate,,,0.15,0.25,0.1717,0.7602,-0.3055,0.0413,optimization_results/walk_forward_fundamental_growth_gate_top70_cov2_wf/walk_forward_summary.csv,"Growth-only top70 gate fixes the broad gate failure mode (mean Sharpe 0.76 vs 0.30, 6/7 positive folds) but still trails adaptive_baseline_wf and adaptive_dd20_wf; 2022 remains negative.",Do not promote; use as evidence that coverage guard helps but top70 is still too harsh
2026-05-12,fundamental_growth_gate_drop20_cov2_wf,fundamental_growth_gate_top70_cov2_wf,ablation,do_not_promote,config/ablation_fundamental_growth_gate_drop20_cov2.yaml,-,csi1000,csi300,2020-01-01,2026-05-12,15,3,8,rank,false,false,fundamental_growth_gate,,,0.15,0.25,0.2088,0.8718,-0.2957,0.0425,optimization_results/walk_forward_fundamental_growth_gate_drop20_cov2_wf/walk_forward_summary.csv,"Growth-only drop-bottom20 gate improves over growth top70 on mean Sharpe and return, with strong 2024-2026 folds, but remains below adaptive_baseline_wf (Sharpe 1.22) and adaptive_dd20_wf (Sharpe 0.98, all folds positive); 2022/2023 are negative.",Next test only if adding drawdown/regime gating to disable the growth filter in weak markets
